a_id,user_id,post_id,post_text,annotation_date,result,issue,comments
1245,4,289_50a_50ss_96,"It's not the *best* beer, mind you.",2025-12-21 22:17:58.654359,"{'post_id': '289_50a_50ss_96', 'comments': '', 'post_text': ""It's not the *best* beer, mind you."", 'post_issue': ""Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:"", 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'Personally, I find it pretty good, but I prefer craft brews', 'post_inappropriate_part': ""It's not the *best* beer, mind you""}",Cmv: i think yuengling is the best beer to get if you are having a party and don't know what beers people like.:,
1249,4,916_base_model_670,u mostly see rappers who r black go to jail for some stupid stuff and u nevr c any country singers that r white go anywhere bad!..im not sayin white ppl arent bad to cuz there are things that go on with them to but its all mostly black ppl!!...,2025-12-21 22:19:57.089818,"{'post_id': '916_base_model_670', 'comments': '', 'post_text': 'u mostly see rappers who r black go to jail for some stupid stuff and u nevr c any country singers that r white go anywhere bad!..im not sayin white ppl arent bad to cuz there are things that go on with them to but its all mostly black ppl!!...', 'post_issue': 'Who gives society a bad name,,,black people or white people?   stance: black:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""I'm not saying"", 'post_inappropriate_part': 'im not sayin'}","Who gives society a bad name,,,black people or white people?   stance: black:",
1355,3,691_v11_only_lm_479,"The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you.",2025-12-22 12:17:50.685386,"{'post_id': '691_v11_only_lm_479', 'comments': '', 'post_text': ""The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you."", 'post_issue': 'Christianity or atheism:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""and I don't have to engage with this"", 'post_inappropriate_part': ""and I don't have to deal with this""}",Christianity or atheism:,
1356,3,1587_v11_only_lm_1237,"YES, because some children don't understand anything expect physical education especially rich children of rich parents.",2025-12-22 12:18:07.044701,"{'post_id': '1587_v11_only_lm_1237', 'comments': '', 'post_text': ""YES, because some children don't understand anything expect physical education especially rich children of rich parents."", 'post_issue': 'Should physical education be mandatory in schools:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other9', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'Yes, because', 'post_inappropriate_part': 'YES, because'}",Should physical education be mandatory in schools:,
1359,3,1535_base_model_1143,I see nothing wrong with the spikes if they are doing it to protect their customer base.,2025-12-22 12:19:06.980435,"{'post_id': '1535_base_model_1143', 'comments': '', 'post_text': 'I see nothing wrong with the spikes if they are doing it to protect their customer base.', 'post_issue': 'Cmv: i have no ethical issue with so called ""anti homeless spikes"":', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'if they are installed to protect their customer base', 'post_inappropriate_part': 'if they are doing it to protect their customer base'}","Cmv: i have no ethical issue with so called ""anti homeless spikes"":",
1360,3,691_50a_50ss_195,This is probably a fight between two armies where both doesn't win until the end.,2025-12-22 12:19:36.184666,"{'post_id': '691_50a_50ss_195', 'comments': '', 'post_text': ""This is probably a fight between two armies where both doesn't win until the end."", 'post_issue': 'Christianity or atheism:', 'otherErrorQuestion1': 'other3', 'otherErrorQuestion2': 'other7', 'otherErrorQuestion3': 'other12', 'otherErrorQuestion4': 'other18', 'post_rewritten_part': ""Both sides have their own beliefs, but I believe that Christianity is the only religion that can bring salvation, so I won't stop believing in it"", 'post_inappropriate_part': ""This is probably a fight between two armies where both doesn't win until the end""}",Christianity or atheism:,
34,4,774_v11_only_lm_587,"In a society traditionally and, to be honest, still dominated by men, men's general consensus is more popular than women's general consensus, and I think we all know that a lot of men consider lesbians to be downright sexy, because there is no man in the picture to ruin the aesthetic.",2025-12-20 16:44:31.440720,"{'post_id': '774_v11_only_lm_587', 'comments': '', 'post_text': ""In a society traditionally and, to be honest, still dominated by men, men's general consensus is more popular than women's general consensus, and I think we all know that a lot of men consider lesbians to be downright sexy, because there is no man in the picture to ruin the aesthetic."", 'post_issue': 'Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': ""men's opinions often hold more weight than women's"", 'post_inappropriate_part': ""men's general consensus is more popular than women's general consensus""}",Do lesbians have it easier than gay men??   stance: lesbians are more socially accepted by straight people:,
36,4,54_base_model_36,there aint no sunshine without plastic water bottles.,2025-12-20 16:45:19.382070,"{'post_id': '54_base_model_36', 'comments': '', 'post_text': 'there aint no sunshine without plastic water bottles.', 'post_issue': 'Ban plastic water bottles:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'There is no', 'post_inappropriate_part': 'there aint no'}",Ban plastic water bottles:,
38,4,857_base_model_596,People should stop being so against it.,2025-12-20 16:46:48.411718,"{'post_id': '857_base_model_596', 'comments': '', 'post_text': 'People should stop being so against it.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'People should reconsider their opposition to it', 'post_inappropriate_part': 'People should stop being so against it'}",Gay marriage right or wrong:,
39,4,691_v11_only_lm_479,"The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you.",2025-12-20 16:47:57.293504,"{'post_id': '691_v11_only_lm_479', 'comments': '', 'post_text': ""The idea of God is false is your own words, and I don't have to deal with this , whatever you think is your faith so we won't stop you."", 'post_issue': 'Christianity or atheism:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other14', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': ""and I don't have to engage with this"", 'post_inappropriate_part': ""and I don't have to deal with this""}",Christianity or atheism:,
40,4,1479_base_model_1101,The minimum length for an argument is 50 characters.,2025-12-20 16:48:14.005859,"{'post_id': '1479_base_model_1101', 'comments': '', 'post_text': 'The minimum length for an argument is 50 characters.', 'post_issue': 'Should physical education be mandatory in schools:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'at least 50 characters', 'post_inappropriate_part': '50 characters'}",Should physical education be mandatory in schools:,
41,4,1361_50a_50ss_463,"Saying it with an ""a"" and saying ith with an ""er"" is no difference.",2025-12-20 16:48:28.574544,"{'post_id': '1361_50a_50ss_463', 'comments': '', 'post_text': 'Saying it with an ""a"" and saying ith with an ""er"" is no difference.', 'post_issue': 'Why do black people call each other the n word?:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'does not make a', 'post_inappropriate_part': 'is no'}",Why do black people call each other the n word?:,
42,4,8_50a_50ss_2,I thick that book are better than TV is it is better i can put you in a whole norther wold,2025-12-20 16:51:08.314024,"{'post_id': '8_50a_50ss_2', 'comments': 'Edit is far superior than the original. A similarly good edit would be [because you have a much more immersive experience when reading].', 'post_text': 'I thick that book are better than TV is it is better i can put you in a whole norther wold', 'post_issue': 'Tv is better than books:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other19', 'post_rewritten_part': 'because you can get a much better immersive experience when reading.', 'post_inappropriate_part': 'is it is better i can put you in a whole norther wold'}",Tv is better than books:,Edit is far superior than the original. A similarly good edit would be [because you have a much more immersive experience when reading].
43,4,1879_base_model_1337,"Because there is the gap between the rich and poor, school uniform is efficient in many ways.",2025-12-20 16:52:08.790676,"{'post_id': '1879_base_model_1337', 'comments': '', 'post_text': 'Because there is the gap between the rich and poor, school uniform is efficient in many ways.', 'post_issue': 'Is the school uniform a good or bad idea:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other13', 'otherErrorQuestion4': 'other16', 'post_rewritten_part': 'making school uniforms efficient in many ways.', 'post_inappropriate_part': 'school uniform is efficient in many ways.'}",Is the school uniform a good or bad idea:,
44,4,2156_v11_only_lm_1624,Gove was an absolute blight on education and now we have this woman whose previous title is minister of women and equality but who also voted against gay marriage.,2025-12-20 16:52:37.317186,"{'post_id': '2156_v11_only_lm_1624', 'comments': '', 'post_text': 'Gove was an absolute blight on education and now we have this woman whose previous title is minister of women and equality but who also voted against gay marriage.', 'post_issue': 'Cmv: nicky morgan, the new education secretary, is just as awful as gove.:', 'otherErrorQuestion1': 'other5', 'otherErrorQuestion2': 'other10', 'otherErrorQuestion3': 'other15', 'otherErrorQuestion4': 'other20', 'post_rewritten_part': 'a significant negative influence on education', 'post_inappropriate_part': 'an absolute blight on education'}","Cmv: nicky morgan, the new education secretary, is just as awful as gove.:",
45,4,1610_50a_50ss_506,God made man and a woman to populate the earth.,2025-12-20 16:54:21.409896,"{'post_id': '1610_50a_50ss_506', 'comments': '', 'post_text': 'God made man and a woman to populate the earth.', 'post_issue': 'Gay marriage right or wrong:', 'otherErrorQuestion1': 'other4', 'otherErrorQuestion2': 'other6', 'otherErrorQuestion3': 'other11', 'otherErrorQuestion4': 'other17', 'post_rewritten_part': 'I believe that the human species can survive if same-sex couples are attracted to each other as they can still reproduce through assisted reproductive technologies', 'post_inappropriate_part': 'God made man and a woman to populate the earth'}",Gay marriage right or wrong:,
