id,source,inappropriate_part,rewritten_part,issue,batch
1879_base_model_1337,"Because there is the gap between the rich and poor, school uniform is efficient in many ways.",school uniform is efficient in many ways.,making school uniforms efficient in many ways.,Is the school uniform a good or bad idea:,1
1142_base_model_882,"The point is we all live together, and if your too greedy and self-centered to care about your surroundings and the individuals around you, your merely taking up space.",merely taking up space,"taking up space, as a result",Which type of endeavor is better a personal pursuit or advancing the common good:,1
1173_base_model_918,"I rather do something that is going to better my life, but every once in a while I do have my giving moments, so I guess it depends on how I am feeling.",do something that is going to better my life,doing something that benefits me,Which type of endeavor is better a personal pursuit or advancing the common good:,1
8_base_model_7,I thick that book are better than TV is it is better i can put you in a whole norther wold,i can put you in a whole norther wold,immerse yourself in a northern world,Tv is better than books:,1
1615_base_model_1194,aah...u r saying like that only india has this things.....other countries donot have this.....does the america which seems as leading the world doesnt have bad qualities.....it eats less and waste more.....the amount of food they waste can be utillised for feeding whole indian population...it produces more pollution and blame us...what about it !!!!!!!,aah...u r saying like that only,You're saying,India has the potential to lead the world:,1
1305_base_model_1009,ndians has always been powerful why r u forgeting about its ancient glory history,why,and it's worth remembering,India has the potential to lead the world:,1
2021_base_model_1422,"Cats, definitely.","Cats, definitely.",Cats are generally preferred.,Dogs or cats   stance: cats:,1
2136_base_model_1488,Take your cry for reparations to someone else...,Take your cry for reparations to someone else...,You should take your argument to someone else.,Should black slavery + prejudice reparations be repaid in the form of better schools and money for college?:,1
1788_base_model_1297,"there isnt an excuse in the world to kill a fetus, a baby, a child, anyone.","an excuse in the world to kill a fetus, a baby, a child, anyone.","to kill a fetus, a baby, a child, or anyone.",Pro choice vs pro life:,1
257_base_model_172,"Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!","Yeah, maybe it sucks that there is such big consequences to it, but really you sound stupid!","While there are consequences to teenage sexuality, it's not necessarily a reason to ban it.",Why not ban teenage sexuality altogether?:,1
1341_base_model_1031,OUCH!,OUCH!,That's a shock!,"Since americans are not legally required to pay tax, do canadians need too?:",1
873_base_model_609,"And for the record, the second amendment is there, not to protect our hunting rights, but to allow us to have the ability to fight back against a governement that goes out of control.","And for the record, the second amendment is there, not to protect our hunting rights, but to allow us to have the ability to fight back against a governement that goes out of control",The second amendment is primarily intended to safeguard citizens' ability to defend themselves against an overreaching government,Gun control?:,1
475_base_model_325,"The only memory issues I've come across is on opening multiple windows (20 or more at once) or when leaving Firefox active for three hours or more at a time (A known issue, which a simple restart will fix).",is on opening multiple windows (20 or more at once),with opening multiple windows (20 or more at once),Firefox vs internet explorer:,1
371_base_model_253,"the idea that a mere belief difference can seal ones fate is beyond preposterous, its madness!!","is beyond preposterous, its madness!!",it's madness,Christianity or atheism:,1
1401_base_model_1084,"I could bicker about the member who posted the debate on being illiterate...and rant on about how ridiculous it is to make such a remark...after all, how could posters be illiterate, if they read and write?",how ridiculous it is to make such a remark,making such a remark,Is misspelling words really a huge problem?   stance: disagree:,1
1741_base_model_1283,"India does not have the potential to lead the world because the country is full of corruption, corruption in politicians ,numerous religion, fight between various religions, and a lot more............................",India does not have the potential to lead the world because the country is full of,India may not have the potential to lead the world due to several reasons.,India has the potential to lead the world:,1
989_base_model_712,but I don't find it very clear.,but I don't find it very clear.,"However, I find the clarity of this website lacking.",Gay marriage right or wrong:,1
901_base_model_644,"Okay, so do incarceration or divorce agreements.","Okay, so do incarceration or divorce agreements",Incarceration or divorce agreements can also break up families,Cmv:there are no rational arguments as to why undocumented people in the us should be given amnesty:,1
